chunk_id,speech_id,leader,language,speech_date,speech_type,source,chunk_index,n_chunks_in_speech,relative_position,chunk_text,token_count,word_count,paragraph_indices,is_short
putin2022_c000,putin2022,putin,en,2022-12-31,new_year_address,,0,11,0.0,"Citizens of Russia, friends,

The year 2022 is drawing to a close. It was a year of difficult but necessary decisions, of important steps towards Russia's full sovereignty and a powerful consolidation of our society.

It was a year that put many things in their place, and drew a clear line between courage and heroism, on the one hand, and betrayal and cowardice on the other, showed us that there is nothing stronger than love for our near and dear, loyalty to our friends and comrades-in-arms, and devotion to our Fatherland.",115,91,0;1;2,False
putin2022_c001,putin2022,putin,en,2022-12-31,new_year_address,,1,11,0.1,"It was a year of truly pivotal, even fateful events. They became the frontier where we lay the foundation for our common future, our true independence.

This is what we are fighting for today, protecting our people in our historical territories in the new regions of the Russian Federation. Together, we are building and creating.

Russia’s future is what matters the most. Defending our Motherland is the sacred duty we owe to our ancestors and descendants. The moral and historical truth is on our side.",100,85,3;4;5,False
putin2022_c002,putin2022,putin,en,2022-12-31,new_year_address,,2,11,0.2,"The outgoing year has brought great and dramatic changes to our country and to the world. It was filled with uncertainty, anxiety and worry.

But our multiethnic nation showed great courage and dignity as it had in every challenging period in Russian history, supported the defenders of our Fatherland, our soldiers and officers, and all participants in the special military operation, in both word and deed.

We have always known that Russia's sovereign, independent and secure future depends only on us, on our strength and determination, and today, we have become convinced of it once again.",112,96,6;7;8,False
putin2022_c003,putin2022,putin,en,2022-12-31,new_year_address,,3,11,0.3,"For years, Western elites hypocritically assured us of their peaceful intentions, including to help resolve the serious conflict in Donbass. But in fact, they encouraged the neo-Nazis in every possible way, who continued to take military and overtly terrorist action against peaceful civilians in the people's republics of Donbass.

The West lied to us about peace while preparing for aggression, and today, they no longer hesitate to openly admit it and to cynically use Ukraine and its people as a means to weaken and divide Russia. We have never allowed anyone to do this and we will not allow it now.",124,101,9;10,False
putin2022_c004,putin2022,putin,en,2022-12-31,new_year_address,,4,11,0.4,"Russian servicemen, militiamen and volunteers are now fighting for their homeland, for truth and justice, for reliable guarantees of peace and Russia’s security. They are all our heroes and they are shouldering the heaviest burden right now.

From the bottom of my heart, I wish a very happy New Year to every participant in the special military operation, to those who are here next to me now, and who are on the frontline, those getting ready for action at training centres, those who are in hospitals or already back home, having fulfilled their duty, to all those now on combat duty in strategic units, and all personnel of the Russian Armed Forces.",132,112,11;12,False
putin2022_c005,putin2022,putin,en,2022-12-31,new_year_address,,5,11,0.5,"Comrades,

thank you for your valiant service. Our entire vast country is proud of your fortitude, endurance and courage. Millions of people are with you in their hearts and souls, and will be raising a toast to you at their New Year's table.

Many thanks to everyone who provides ancillary support for military operations: drivers and railway workers who deliver supplies to the front, doctors, paramedics, and nurses who are fighting for soldiers’ lives and nursing wounded civilians. I thank the workers and engineers at our military and other plants who are working today with great dedication, builders who are erecting civilian facilities and defensive fortifications, and helping to restore the destroyed cities and villages in Donbass and Novorossiya.",147,119,13;14;15,False
putin2022_c006,putin2022,putin,en,2022-12-31,new_year_address,,6,11,0.6,"Friends,

Russia has been living under sanctions since the events in Crimea in 2014, but this year, a full-blown sanctions war has been unleashed against us. Those who started it expected our industry, finances and transport to collapse and never recover.

This did not happen, because together we created a reliable margin of safety. We have been taking steps and measures towards strengthening our sovereignty in a vitally important field, in the economy. Our struggle for our country, for our interests and for our future undoubtedly serves as an inspiring example for other states in their quest for a just multipolar world order.",123,103,16;17;18,False
putin2022_c007,putin2022,putin,en,2022-12-31,new_year_address,,7,11,0.7,"I consider it very important that in the outgoing year, such qualities as mercy, solidarity and proactive empathy have become especially important in Russia. More and more Russians feel the need to help others. They rally together and take initiative without any formal instructions.

I want to thank you for being so considerate, responsible and kind, for your active involvement in the common cause regardless of age or income. You arrange warehouses and transport to deliver parcels to our fighters in the combat zone, to the residents of affected cities and towns, and help organise holidays for children from the new constituent entities of the Federation.",118,106,19;20,False
putin2022_c008,putin2022,putin,en,2022-12-31,new_year_address,,8,11,0.8,"My friends, you are providing great support to the families of the fighters who perished, who gave their lives defending the lives of others.

I know how difficult it is for their wives, sons and daughters, and for their parents, who raised real heroes; I understand how they feel now, on New Year's Eve. We will make every effort to help the families of our fallen comrades raise their children, give them a good education, and get a profession.",93,79,21;22,False
putin2022_c009,putin2022,putin,en,2022-12-31,new_year_address,,9,11,0.9,"With all my heart, I share your pain and ask you to accept my sincere words of support.

Friends,

Our country has always celebrated the start of the New Year, even during very difficult times. It has always been everyone’s favourite holiday, and has a magical power to reveal the best in people, to heighten the importance of traditional family values, the energy of kindness, generosity and trust.",80,68,23;24;25,False
putin2022_c010,putin2022,putin,en,2022-12-31,new_year_address,,10,11,1.0,"As we see the New Year in, everyone strives to give joy to their loved ones, to show them attention and warmth, to give them presents they have been dreaming of, to see the delight in children’s eyes and parents’ touching gratitude for our attention. The older generation knows how to appreciate such moments of happiness.

Friends, now is the best moment to leave all personal grievances and misunderstandings in the past, to tell our nearest and dearest how we feel, how much we love them, how important it is to take care of each other – always, at any time.

Let these heartfelt words and noble feelings give each of us immense strength and confidence that together, we will overcome all the challenges and keep our country great and independent.

We will only move forward, to fight for our families and for Russia, for the future of our only, beloved Motherland.

Happy New Year, friends! Happy 2023!",188,158,26;27;28;29;30,False
putin2023_c000,putin2023,putin,en,2023-12-31,new_year_address,,0,6,0.0,"Citizens of Russia, friends,

We are bidding farewell to 2023. Very soon it will become part of history and we will have to move forward, create the future.

We have worked very hard and accomplished a lot over the past year. We were proud of our common achievements and happy about our successes. And we were firm, protecting the national interests, our freedom and security, and our values which continue to be our unshakeable foundation.",93,75,0;1;2,False
putin2023_c001,putin2023,putin,en,2023-12-31,new_year_address,,1,6,0.2,"And the main thing which has united us is the destiny of the Motherland. There is a deep understanding of the utmost importance of the historic period which Russia is going through, those ambitious goals which society is facing and the colossal responsibility for the Motherland which every one of us feels.

We are acutely and clearly aware of how much depends on us during this period, on our positive attitude, and our aspiration to support each other in word and deed.",91,82,3;4,False
putin2023_c002,putin2023,putin,en,2023-12-31,new_year_address,,2,6,0.4,"Work for the common good has united society. We are united in our thoughts, deeds and in battle, on weekdays or holidays, displaying the main traits of the Russian people – solidarity, mercy, fortitude.

I would like to address our military personnel – everyone who is on duty, who is on the front lines fighting for truth and justice. You are our heroes. Our hearts are with you. We are proud of you and we admire your courage.",91,78,5;6,False
putin2023_c003,putin2023,putin,en,2023-12-31,new_year_address,,3,6,0.6,"I know that right now you feel the love of your nearest and dearest, the powerful and sincere support of millions of Russian citizens, the support of the entire people.

We have proved over and over again that we are able to tackle the most difficult tasks and we will never back down as there is no force that can divide us, make us forget the memory and the faith of our fathers, or stop our development.",84,77,7;8,False
putin2023_c004,putin2023,putin,en,2023-12-31,new_year_address,,4,6,0.8,"Friends,

At all times, the New Year celebrations have been associated with bright hopes and a sincere wish to bring joy to the people you love.

The upcoming year of 2024 has been declared the Year of the Family in our country. And a true big family is of course a family with children, where you find care and attention, warm-heartedness and support for the parents, love and respect for each other.",86,72,9;10;11,False
putin2023_c005,putin2023,putin,en,2023-12-31,new_year_address,,5,6,1.0,"This kind of generational kinship and love of one’s home fosters devotion to the Motherland.

I would like to convey my very best wishes for the new year to all Russian families. After all, the history of our huge, wonderful, and beloved Motherland is made up of the history of each family. We, the multinational people of Russia, shape its future.

We are one country, one big family. We will ensure the steady development of the Motherland, the well-being of our citizens, and we will become even stronger.

We are together. And this is the most reliable guarantee of Russia’s future.

Happy New Year, friends! Happy 2024!",139,107,12;13;14;15;16,False
putin2024_c000,putin2024,putin,en,2024-12-31,new_year_address,,0,4,0.0,"Citizens of Russia, friends,

In just a few minutes, the year 2025 will begin, marking the completion of the first quarter of the 21st century.

For Russia, this period has been marked by numerous events, including developments of historical significance and great magnitude. We set ambitious goals for ourselves and achieved them, coped with many challenges because we stood united.

This’s what consolidated our unity, strengthened our confidence in ourselves, in our abilities, in our potential. True, there is still a lot to be accomplished, but we can be rightfully proud of what we have already achieved. This is our joint achievement, a solid foundation for future progress.",137,108,0;1;2;3,False
putin2024_c001,putin2024,putin,en,2024-12-31,new_year_address,,1,4,0.333,"Our nation – independent, free, and strong – has tackled successfully the most formidable challenges. As we stand on the brink of a new year, we think about the future. We are confident that everything is going to be all right. We will continue to advance. We know for sure that Russia’s destiny and well-being of its people has always been and will remain our absolute value.

Sincere love for our Motherland gives our lives a deep sense of purpose, while determination to make our own contribution to protecting its sovereignty, security, interests, and freedom of development has become a matter of honour for us.",123,105,4;5,False
putin2024_c002,putin2024,putin,en,2024-12-31,new_year_address,,2,4,0.667,"As we welcome the New Year, the thoughts and hopes of families and friends, of millions of people across Russia are with our soldiers and commanders. You are the true heroes who undertook a great task and immense responsibility of defending Russia and ensuring peace and security for our nation. We are proud of your bravery and valour and we believe in you.

In your honour, in honour of the 80th anniversary of Great Victory and as a tribute to the memory of our ancestors who have always defended the Motherland, the upcoming year 2025 has been declared the Year of the Defender of the Fatherland in Russia. We are the children, grandchildren, and great-grandchildren of the generation that crushed Nazism. We remain loyal to the legacy and traditions of our veterans.",158,132,6;7,False
putin2024_c003,putin2024,putin,en,2024-12-31,new_year_address,,3,4,1.0,"Friends,

New Year’s Eve always holds a special place in our hearts, filling us with warmth and hope that our dreams, aspirations, and best intentions will come to fruition. As the countdown to the New Year begins, we find ourselves surrounded by our near and dear ones: our family, children, parents, grandchildren, our friends and comrades-in-arms.

I wish happiness and prosperity to our every home and every family, and to our beloved country, Russia. Together, we can achieve anything.

Happy New Year, friends! Happy 2025!",113,85,8;9;10;11,False
putin2025_c000,putin2025,putin,en,2025-12-31,new_year_address,,0,5,0.0,"Citizens of Russia, friends,

At this moment, as we stand on the threshold of the New Year, we all feel the passage of time. Before us lies the future, and what it holds largely depends on us.

We draw strength from within ourselves and from those who stand beside us – those who are dear and close to our hearts – and we are always ready to lend our shoulder in return. This mutual support gives us confidence that all our aspirations, hopes, and plans will definitely be realised.",101,89,0;1;2,False
putin2025_c001,putin2025,putin,en,2025-12-31,new_year_address,,1,5,0.25,"Naturally, each of us has personal, unique dreams, very special in their own way. Yet they are inseparable from the destiny of our Motherland and from the sincere desire to be of service to it.

For we are united – the people of Russia. The labour, achievements, and successes of each of us add new chapters to its thousand-year history, while the strength of our unity determines the sovereignty and security of our Fatherland, its development, and its future.",96,79,3;4,False
putin2025_c002,putin2025,putin,en,2025-12-31,new_year_address,,2,5,0.5,"The New Year is, above all, a time when we hope for the best, for goodness and good luck. It is a special and magical holiday, when we open our hearts to love, friendship, and compassion, to sympathy and generosity.

We strive to bring joy and warmth through our care for those in need of support and, of course, to stand by our heroes – the participants in the special military operation – in both word and deed.",90,78,5;6,False
putin2025_c003,putin2025,putin,en,2025-12-31,new_year_address,,3,5,0.75,"You have taken upon yourselves the duty of fighting for our native land, for truth and for justice. On this New Year’s Eve, millions of people across Russia, I assure you, are with you: they think of you, share your feelings, and place their hopes in you. We are united by a sincere, selfless, and devoted love for Russia.

I wish all our soldiers and commanders a happy New Year! We believe in you and in our victory.",94,78,7;8,False
putin2025_c004,putin2025,putin,en,2025-12-31,new_year_address,,4,5,1.0,"Friends,

In just a few moments, we will hear the chimes of the Kremlin clock, and the New Year will begin. We welcome it together with the nearest and dearest: our children, parents, friends, and comrades-in-arms. Even those who are far away – you are still with us in spirit.

I wish you all good health and happiness, understanding and prosperity. And, above all, love which inspires us. May our traditions, faith, and memory bind all generations together, supporting us always and in everything.

We are one – a great, strong, and united family, and that is why we will continue to work and to create, to achieve our goals, moving only forward for the benefit of our children and grandchildren, for the benefit of our great Russia.

Happy New Year, friends!

Happy 2026!",172,134,9;10;11;12;13;14,False
trump1_c000,trump1,trump,en,2021-01-19,farewell_address,,0,28,0.0,"My fellow Americans: Four years ago, we launched a great national effort to rebuild our country, to renew its spirit, and to restore the allegiance of this government to its citizens. In short, we embarked on a mission to make America great again — for all Americans.

As I conclude my term as the 45th President of the United States, I stand before you truly proud of what we have achieved together. We did what we came here to do — and so much more.",98,85,0;1,False
trump1_c001,trump1,trump,en,2021-01-19,farewell_address,,1,28,0.037,"This week, we inaugurate a new administration and pray for its success in keeping America safe and prosperous. We extend our best wishes, and we also want them to have luck — a very important word.

I’d like to begin by thanking just a few of the amazing people who made our remarkable journey possible.

First, let me express my overwhelming gratitude for the love and support of our spectacular First Lady, Melania. Let me also share my deepest appreciation to my daughter Ivanka, my son-in-law Jared, and to Barron, Don, Eric, Tiffany, and Lara. You fill my world with light and with joy.",125,104,2;3;4,False
trump1_c002,trump1,trump,en,2021-01-19,farewell_address,,2,28,0.074,"I also want to thank Vice President Mike Pence, his wonderful wife Karen, and the entire Pence family.

Thank you as well to my Chief of Staff, Mark Meadows; the dedicated members of the White House Staff and the Cabinet; and all the incredible people across our administration who poured out their heart and soul to fight for America.

I also want to take a moment to thank a truly exceptional group of people: the United States Secret Service. My family and I will forever be in your debt. My profound gratitude as well to everyone in the White House Military Office, the teams of Marine One and Air Force One, every member of the Armed Forces, and state and local law enforcement all across our country.",141,127,5;6;7,False
trump1_c003,trump1,trump,en,2021-01-19,farewell_address,,3,28,0.111,"Most of all, I want to thank the American people. To serve as your President has been an honor beyond description. Thank you for this extraordinary privilege. And that’s what it is — a great privilege and a great honor.

We must never forget that while Americans will always have our disagreements, we are a nation of incredible, decent, faithful, and peace-loving citizens who all want our country to thrive and flourish and be very, very successful and good. We are a truly magnificent nation.",99,85,8;9,False
trump1_c004,trump1,trump,en,2021-01-19,farewell_address,,4,28,0.148,"All Americans were horrified by the assault on our Capitol. Political violence is an attack on everything we cherish as Americans. It can never be tolerated.

Now more than ever, we must unify around our shared values and rise above the partisan rancor, and forge our common destiny.

Four years ago, I came to Washington as the only true outsider ever to win the presidency. I had not spent my career as a politician, but as a builder looking at open skylines and imagining infinite possibilities. I ran for President because I knew there were towering new summits for America just waiting to be scaled. I knew the potential for our nation was boundless as long as we put America first.",139,121,10;11;12,False
trump1_c005,trump1,trump,en,2021-01-19,farewell_address,,5,28,0.185,"So I left behind my former life and stepped into a very difficult arena, but an arena nevertheless, with all sorts of potential if properly done. America had given me so much, and I wanted to give something back.

Together with millions of hardworking patriots across this land, we built the greatest political movement in the history of our country. We also built the greatest economy in the history of the world. It was about “America First” because we all wanted to make America great again. We restored the principle that a nation exists to serve its citizens. Our agenda was not about right or left, it wasn’t about Republican or Democrat, but about the good of a nation, and that means the whole nation.",144,125,13;14,False
trump1_c006,trump1,trump,en,2021-01-19,farewell_address,,6,28,0.222,"With the support and prayers of the American people, we achieved more than anyone thought possible. Nobody thought we could even come close.

We passed the largest package of tax cuts and reforms in American history. We slashed more job-killing regulations than any administration had ever done before. We fixed our broken trade deals, withdrew from the horrible Trans-Pacific Partnership and the impossible Paris Climate Accord, renegotiated the one-sided South Korea deal, and we replaced NAFTA with the groundbreaking USMCA — that’s Mexico and Canada — a deal that’s worked out very, very well.",113,94,15;16,False
trump1_c007,trump1,trump,en,2021-01-19,farewell_address,,7,28,0.259,"Also, and very importantly, we imposed historic and monumental tariffs on China; made a great new deal with China. But before the ink was even dry, we and the whole world got hit with the China virus. Our trade relationship was rapidly changing, billions and billions of dollars were pouring into the U.S., but the virus forced us to go in a different direction.

The whole world suffered, but America outperformed other countries economically because of our incredible economy and the economy that we built. Without the foundations and footings, it wouldn’t have worked out this way. We wouldn’t have some of the best numbers we’ve ever had.",129,108,17;18,False
trump1_c008,trump1,trump,en,2021-01-19,farewell_address,,8,28,0.296,"We also unlocked our energy resources and became the world’s number-one producer of oil and natural gas by far. Powered by these policies, we built the greatest economy in the history of the world. We reignited America’s job creation and achieved record-low unemployment for African Americans, Hispanic Americans, Asian Americans, women — almost everyone.

Incomes soared, wages boomed, the American Dream was restored, and millions were lifted from poverty in just a few short years. It was a miracle. The stock market set one record after another, with 148 stock market highs during this short period of time, and boosted the retirements and pensions of hardworking citizens all across our nation. 401(k)s are at a level they’ve never been at before. We’ve never seen numbers like we’ve seen, and that’s before the pandemic and after the pandemic.",176,137,19;20,False
trump1_c009,trump1,trump,en,2021-01-19,farewell_address,,9,28,0.333,"We rebuilt the American manufacturing base, opened up thousands of new factories, and brought back the beautiful phrase: “Made in the USA.”

To make life better for working families, we doubled the child tax credit and signed the largest-ever expansion of funding for childcare and development. We joined with the private sector to secure commitments to train more than 16 million American workers for the jobs of tomorrow.

When our nation was hit with the terrible pandemic, we produced not one, but two vaccines with record-breaking speed, and more will quickly follow. They said it couldn’t be done but we did it. They call it a “medical miracle,” and that’s what they’re calling it right now: a “medical miracle.”",144,119,21;22;23,False
trump1_c010,trump1,trump,en,2021-01-19,farewell_address,,10,28,0.37,"Another administration would have taken 3, 4, 5, maybe even up to 10 years to develop a vaccine. We did in nine months.

We grieve for every life lost, and we pledge in their memory to wipe out this horrible pandemic once and for all.

When the virus took its brutal toll on the world’s economy, we launched the fastest economic recovery our country has ever seen. We passed nearly $4 trillion in economic relief, saved or supported over 50 million jobs, and slashed the unemployment rate in half. These are numbers that our country has never seen before.",122,99,24;25;26,False
trump1_c011,trump1,trump,en,2021-01-19,farewell_address,,11,28,0.407,"We created choice and transparency in healthcare, stood up to big pharma in so many ways, but especially in our effort to get favored-nations clauses added, which will give us the lowest prescription drug prices anywhere in the world.

We passed VA Choice, VA Accountability, Right to Try, and landmark criminal justice reform.

We confirmed three new justices of the United States Supreme Court. We appointed nearly 300 federal judges to interpret our Constitution as written.",92,76,27;28;29,False
trump1_c012,trump1,trump,en,2021-01-19,farewell_address,,12,28,0.444,"For years, the American people pleaded with Washington to finally secure the nation’s borders. I am pleased to say we answered that plea and achieved the most secure border in U.S. history. We have given our brave border agents and heroic ICE officers the tools they need to do their jobs better than they have ever done before, and to enforce our laws and keep America safe.

We proudly leave the next administration with the strongest and most robust border security measures ever put into place. This includes historic agreements with Mexico, Guatemala, Honduras, and El Salvador, along with more than 450 miles of powerful new wall.",124,107,30;31,False
trump1_c013,trump1,trump,en,2021-01-19,farewell_address,,13,28,0.481,"We restored American strength at home and American leadership abroad. The world respects us again. Please don’t lose that respect.

We reclaimed our sovereignty by standing up for America at the United Nations and withdrawing from the one-sided global deals that never served our interests. And NATO countries are now paying hundreds of billions of dollars more than when I arrived just a few years ago. It was very unfair. We were paying the cost for the world. Now the world is helping us.",94,84,32;33,False
trump1_c014,trump1,trump,en,2021-01-19,farewell_address,,14,28,0.519,"And perhaps most importantly of all, with nearly $3 trillion, we fully rebuilt the American military — all made in the USA. We launched the first new branch of the United States Armed Forces in 75 years: the Space Force. And last spring, I stood at Kennedy Space Center in Florida and watched as American astronauts returned to space on American rockets for the first time in many, many years.",81,70,34,False
trump1_c015,trump1,trump,en,2021-01-19,farewell_address,,15,28,0.556,"We revitalized our alliances and rallied the nations of the world to stand up to China like never before.

We obliterated the ISIS caliphate and ended the wretched life of its founder and leader, al Baghdadi. We stood up to the oppressive Iranian regime and killed the world’s top terrorist, Iranian butcher Qasem Soleimani.

We recognized Jerusalem as the capital of Israel and recognized Israeli sovereignty over the Golan Heights.",88,70,35;36;37,False
trump1_c016,trump1,trump,en,2021-01-19,farewell_address,,16,28,0.593,"As a result of our bold diplomacy and principled realism, we achieved a series of historic peace deals in the Middle East. Nobody believed it could happen. The Abraham Accords opened the doors to a future of peace and harmony, not violence and bloodshed. It is the dawn of a new Middle East, and we are bringing our soldiers home.

I am especially proud to be the first President in decades who has started no new wars.",88,77,38;39,False
trump1_c017,trump1,trump,en,2021-01-19,farewell_address,,17,28,0.63,"Above all, we have reasserted the sacred idea that, in America, the government answers to the people. Our guiding light, our North Star, our unwavering conviction has been that we are here to serve the noble everyday citizens of America. Our allegiance is not to the special interests, corporations, or global entities; it’s to our children, our citizens, and to our nation itself.",81,63,40,False
trump1_c018,trump1,trump,en,2021-01-19,farewell_address,,18,28,0.667,"As President, my top priority, my constant concern, has always been the best interests of American workers and American families. I did not seek the easiest course; by far, it was actually the most difficult. I did not seek the path that would get the least criticism. I took on the tough battles, the hardest fights, the most difficult choices because that’s what you elected me to do. Your needs were my first and last unyielding focus.",92,77,41,False
trump1_c019,trump1,trump,en,2021-01-19,farewell_address,,19,28,0.704,"This, I hope, will be our greatest legacy: Together, we put the American people back in charge of our country. We restored self-government. We restored the idea that in America no one is forgotten, because everyone matters and everyone has a voice. We fought for the principle that every citizen is entitled to equal dignity, equal treatment, and equal rights because we are all made equal by God. Everyone is entitled to be treated with respect, to have their voice heard, and to have their government listen. You are loyal to your country, and my administration was always loyal to you.",118,101,42,False
trump1_c020,trump1,trump,en,2021-01-19,farewell_address,,20,28,0.741,"We worked to build a country in which every citizen could find a great job and support their wonderful families. We fought for the communities where every American could be safe and schools where every child could learn. We promoted a culture where our laws would be upheld, our heroes honored, our history preserved, and law-abiding citizens are never taken for granted. Americans should take tremendous satisfaction in all that we have achieved together. It’s incredible.",87,76,43,False
trump1_c021,trump1,trump,en,2021-01-19,farewell_address,,21,28,0.778,"Now, as I leave the White House, I have been reflecting on the dangers that threaten the priceless inheritance we all share. As the world’s most powerful nation, America faces constant threats and challenges from abroad. But the greatest danger we face is a loss of confidence in ourselves, a loss of confidence in our national greatness. A nation is only as strong as its spirit. We are only as dynamic as our pride. We are only as vibrant as the faith that beats in the hearts of our people.",101,90,44,False
trump1_c022,trump1,trump,en,2021-01-19,farewell_address,,22,28,0.815,"No nation can long thrive that loses faith in its own values, history, and heroes, for these are the very sources of our unity and our vitality.

What has always allowed America to prevail and triumph over the great challenges of the past has been an unyielding and unashamed conviction in the nobility of our country and its unique purpose in history. We must never lose this conviction. We must never forsake our belief in America.",89,76,45;46,False
trump1_c023,trump1,trump,en,2021-01-19,farewell_address,,23,28,0.852,"The key to national greatness lies in sustaining and instilling our shared national identity. That means focusing on what we have in common: the heritage that we all share.

At the center of this heritage is also a robust belief in free expression, free speech, and open debate. Only if we forget who we are, and how we got here, could we ever allow political censorship and blacklisting to take place in America. It’s not even thinkable. Shutting down free and open debate violates our core values and most enduring traditions.
In America, we don’t insist on absolute conformity or enforce rigid orthodoxies and punitive speech codes. We just don’t do that. America is not a timid nation of tame souls who need to be sheltered and protected from those with whom we disagree. That’s not who we are. It will never be who we are.",173,146,47;48,False
trump1_c024,trump1,trump,en,2021-01-19,farewell_address,,24,28,0.889,"For nearly 250 years, in the face of every challenge, Americans have always summoned our unmatched courage, confidence, and fierce independence. These are the miraculous traits that once led millions of everyday citizens to set out across a wild continent and carve out a new life in the great West. It was the same profound love of our God-given freedom that willed our soldiers into battle and our astronauts into space.",84,71,49,False
trump1_c025,trump1,trump,en,2021-01-19,farewell_address,,25,28,0.926,"As I think back on the past four years, one image rises in my mind above all others. Whenever I traveled all along the motorcade route, there were thousands and thousands of people. They came out with their families so that they could stand as we passed, and proudly wave our great American flag. It never failed to deeply move me. I knew that they did not just come out to show their support of me; they came out to show me their support and love for our country.",99,89,50,False
trump1_c026,trump1,trump,en,2021-01-19,farewell_address,,26,28,0.963,"This is a republic of proud citizens who are united by our common conviction that America is the greatest nation in all of history. We are, and must always be, a land of hope, of light, and of glory to all the world. This is the precious inheritance that we must safeguard at every single turn.

For the past four years, I have worked to do just that. From a great hall of Muslim leaders in Riyadh to a great square of Polish people in Warsaw; from the floor of the Korean Assembly to the podium at the United Nations General Assembly; and from the Forbidden City in Beijing to the shadow of Mount Rushmore, I fought for you, I fought for your family, I fought for our country. Above all, I fought for America and all it stands for — and that is safe, strong, proud, and free.",170,149,51;52,False
trump1_c027,trump1,trump,en,2021-01-19,farewell_address,,27,28,1.0,"Now, as I prepare to hand power over to a new administration at noon on Wednesday, I want you to know that the movement we started is only just beginning. There’s never been anything like it. The belief that a nation must serve its citizens will not dwindle but instead only grow stronger by the day.

As long as the American people hold in their hearts deep and devoted love of country, then there is nothing that this nation cannot achieve. Our communities will flourish. Our people will be prosperous. Our traditions will be cherished. Our faith will be strong. And our future will be brighter than ever before.

I go from this majestic place with a loyal and joyful heart, an optimistic spirit, and a supreme confidence that for our country and for our children, the best is yet to come.

Thank you, and farewell. God bless you. God bless the United States of America.",178,156,53;54;55;56,False
trump2_c000,trump2,trump,en,,composite_excerpts,,0,3,0.0,"Each American generation passes the torch of truth, liberty, and justice in an unbroken chain all the way down to the present. That torch is now in our hands, and we will use it to light up the world. Today, I am keeping another promise by nominating Judge Neil Gorsuch. We love our police, we love our sheriffs, and we love our ICE officers.

Together, we're going to restore safety to our streets and peace to our communities. And we're going to destroy the vile criminal cartel MS-13 and many other gangs. We're going to get you back and operating immediately. Thank you, everybody. Your governor has done a fantastic job.",138,111,0;1,False
trump2_c001,trump2,trump,en,,composite_excerpts,,1,3,0.5,"And I declare today for the world to hear, Let them hear that the West will never, ever be broken. Our values will prevail. Our people will thrive. And our civilization will triumph.

We will defeat radical Islamic terrorism, and we will not allow it to take root in our country.

We have created more than 2 million jobs since the election. Unemployment is at a 17-year low. The stock market is at an all-time high and hit yet another all-time high, the 85th time since my election. We have cut 22 regulations for every 1 new regulation, the most in the history of our country. We are going to be celebrating Merry Christmas again.",143,115,2;3;4,False
trump2_c002,trump2,trump,en,,composite_excerpts,,2,3,1.0,"$3.2 trillion in tax cuts for American families, including doubling the standard deduction and doubling the child tax credit. The typical family of 4 earning $75,000 will see an income tax cut of more than $2,000. The largest tax cut in the history of our country. We are a nation of pioneers and patriots, aviators and astronauts. We crave adventure and achievement, exploration and enlightenment.

We gave birth to the modern world, and we will shape tomorrow's world with the strength and skill of American hands. Because for America, the sky is never the limit. Thank you.",128,97,5;6,False
trump3_c000,trump3,trump,en,2017-01-20,inaugural_address,,0,17,0.0,"Chief Justice Roberts, President Carter, President Clinton, President Bush, President Obama, fellow Americans, and people of the world, thank you.

We, the citizens of America, are now joined in a great national effort to rebuild our country and restore its promise for all of our people.

Together, we will determine the course of America and the world for many, many years to come.

We will face challenges. We will confront hardships. But we will get the job done.",95,78,0;1;2;3,False
trump3_c001,trump3,trump,en,2017-01-20,inaugural_address,,1,17,0.062,"Every four years, we gather on these steps to carry out the orderly and peaceful transfer of power, and we are grateful to President Obama and First Lady Michelle Obama for their gracious aid throughout this transition. They have been magnificent. Thank you.

Today's ceremony, however, has very special meaning because today we are not merely transferring power from one administration to another, or from one party to another, but we are transferring power from Washington, D.C., and giving it back to you, the people.",100,85,4;5,False
trump3_c002,trump3,trump,en,2017-01-20,inaugural_address,,2,17,0.125,"For too long, a small group in our nation's capital has reaped the rewards of government while the people have borne the cost. Washington flourished, but the people did not share in its wealth. Politicians prospered, but the jobs left and the factories closed.

The establishment protected itself, but not the citizens of our country. Their victories have not been your victories. Their triumphs have not been your triumphs. And while they celebrated in our nation's capital, there was little to celebrate for struggling families all across our land.",109,89,6;7,False
trump3_c003,trump3,trump,en,2017-01-20,inaugural_address,,3,17,0.188,"That all changes starting right here and right now, because this moment is your moment. It belongs to you. It belongs to everyone gathered here today and everyone watching all across America.

This is your day. This is your celebration. And this, the United States of America, is your country.

What truly matters is not which party controls our government, but whether our government is controlled by the people.",80,69,8;9;10,False
trump3_c004,trump3,trump,en,2017-01-20,inaugural_address,,4,17,0.25,"January 20th, 2017, will be remembered as the day the people became the rulers of this nation again.

The forgotten men and women of our country will be forgotten no longer. Everyone is listening to you now.

You came by the tens of millions to become part of a historic movement the likes of which the world has never seen before.

At the center of this movement is a crucial conviction: that a nation exists to serve its citizens.",94,79,11;12;13;14,False
trump3_c005,trump3,trump,en,2017-01-20,inaugural_address,,5,17,0.312,"Americans want great schools for their children, safe neighborhoods for their families, and good jobs for themselves. These are just and reasonable demands of righteous people and a righteous public.

But for too many of our citizens, a different reality exists: mothers and children trapped in poverty in our inner cities; rusted-out factories scattered like tombstones across the landscape of our nation; an education system flush with cash but which leaves our young and beautiful students deprived of all knowledge; and the crime and the gangs and the drugs that have stolen too many lives and robbed our country of so much unrealized potential.",118,104,15;16,False
